score,description,date
"5,0","Essa câmera é muito fácil de se instalar. O App de controle deve ser baixado (ios ou androide) na loja correspondente. Depois é só iniciar o App e seguir as instruções.A imagem transmitida noturna ou diurna (dependendo da velocidade da sua internet) é muito boa. Funciona muito bem com 4G.Tem tbm a opção de transmissão de voz.O sensor de movimento funciona perfeitamente no celular. Se vc desejar, essa opção pode ser desativada pelo App.O direcionamento da câmara tbm pode ser “ajeitado” pelo aplicativo do celular.Ainda não atualizei o App. Espero que ao fezê-lo tudo continue funcionando.",29 de maio de 2021
"3,0","Vou detalhar os pontos positivos e negativos:Positivos: produto bem construído, fácil sincronização, app fácil de usar, cabo de energia bem comprido, fácil instalação, imagem muito boa.Negativos: só funciona com 2.4 GHz e não 5.0 GHz, não é possível acessar externamente nativamente(talvez seja necessário algum outro recurso que eu não encontrei...), placa de rede wifi bem fraca (estou no quarto ao lado da sala com parede de madeira e o sinal está pela metade, e no meu celular ou no notebook o sinal está cheio) obs: atualizei o firmware pra ver se resolvia caso fosse algum bug, mas não resolveu, não vem com o cartão SD, pensei que vinha junto, mas não vem.Por ser 2.4 GHz o sinal deveria estar cheio. Não tem entrada para RJ-45. Ao meu ver ter entrada para RJ-45 seria um diferencial já que se houver uma parede (mesmo com porta aberta) o sinal fica fraco, usando o cabo de rede resolveria o problema.Manual raso de explicações de uso do aparelho, mesmo que fácil, a questão do uso externo me deixou chateado.O que eu precisava nesse produto seria o acesso externo que até agora pelo o que eu vi não tem uma maneira nativa a não ser que tu crie uma conta para sincronizar com um DVR ou NAS, mas que ainda é bem mal explicado.",12 de julho de 2021
"5,0","Foi umas das melhores compras que eu fiz. Material de fabricação de qualidade, fácil de instalar, excelente qualidade de imagem (incluindo visão noturna). App no celular para controlar que é fácil de usar, tem entrada pra cartão, mas você não precisa se não quiser gravar, eu tenho usado para monitorar minha filha(bebê) quando vai dormir no quarto, vale muito a pena, eu quase ia gastar o dobro numa babá eletrônica, mas tem sensor de movimento e me avisa quando ela se mexe no celular. Enfim, provavelmente vai continuar sendo útil depois dela crescer, pois posso usar para outras partes da casa. Excelente.",2 de setembro de 2021
"5,0","Tem uma boa resolução, não trava ou perde a conexão (habilitei a reinicialização automática) e realmente identifica movimentação. O áudio é sofrível, muito ruim de se comunicar pela câmera através do app. O microfone é razoável, da pra ouvir as conversas com um pouco de nitidez, mas capta ruídos inexistentes. Indispensável um cartão de memória. Faltou apenas acompanhar o movimento. Estou bem com a câmera, se precisasse compraria novamente.",9 de junho de 2021
"5,0","Excelente câmera de monitoramento, no caso eu utilizo para o meu pet, mas pode ser utilizada para segurança, para monitorar o bebe e outros acompanhamentos. Único porém é que a câmera apesar de ter movimento para as laterais, ela não é automática pelo sensor de movimento.",1 de outubro de 2020
"4,0","Comprei este produto para deixar no quarto da minha vó que tem Alzheimer e se levanta da cama muitas vezes de madrugada. Comprei especificamente por causa do sensor de movimento indicado e também por ser de uma marca excelente.Na primeira noite ela funcionou perfeitamente, inclusive o sensor de movimento avisou (pelo app) quando ela tentou se levantar algumas vezes e nos poupou de uma queda feia. Porém, no segundo dia o sensor já falhou bastante, mesmo eu tendo colocado a camera bem perto da cama pra facilitar e pegar logo a movimentação. O aplicativo não avisou da movimentação da minha avó e, quando eu vi pela camera, ela já estava sentada na cama. (eu instalei o app no meu celular e no da minha mãe, de marcas diferentes e ambos não receberam a notificação do sensor)Enfim, estou tentando fazer o sensor funcionar completamente bem mas ele falha bastante.O aplicativo é excelente, muito intuitivo e super fácil de usar e instalar.Para quem está procurando por um produto com a mesma finalidade que eu estava, vai se frustrar bastante com o sensor de movimento, infelizmente.",22 de maio de 2021
"5,0",A câmera é muito boa e fácil de instalar. Comprei para minha mãe que tem 56 anos e não se da muito bem com tecnologia. A instalação é feita em no máximo 10 minutos e o aplicativo para monitoramento é bem fácil de usar também. Tem um design simples e objetivo. Vale muito a pena.Através do aplicativo você pode monitorar a câmera de qualquer lugar desde que tenha acesso à internet. Para armazenamento é necessário utilizar o cartão de memória. E o cartão de memória é colocado ao deslizar a câmera para cima.,26 de junho de 2021
"5,0","Uma dica a tapo: O administrador da câmera, deveria ter opção de controlar as pessoas compartilhadas, dando mais liberdade ou não nas funcionalidades de operação da câmera. Hoje, só o administrador que pode girar a câmera, falar em áudio e isso na minha opinião, tá muito ruim. A tapo, tem que atualizar isso. Único ponto negativo que vi nela. Uso ela na cozinha. Para minha finalidade, ela atende. A imagem é muito boa. O áudio da pra falar, nada excepcional. A visão noturna funciona bem, não sei se for muito distante.",16 de dezembro de 2021
"5,0","A Tapo C200 atendeu todas minhas expectativas. Não posso dizer sobre a parte de gravação, eu comprei ela para ver minhas gatas na sala, quando estou trabalhando ou na cama, logo não comprei cartão de memória para ela. Mas de resto, fenomenal. Gravo as coisas no app do celular, quando quero compartilhar vídeo, vejo elas e dou zoom, acesso pela Alexa e o Google Home, o controle é bem fluído e intuitivo. Recomendo a compra.",5 de maio de 2021
"1,0",Depois de um tempinho de uso começou a dar problema. Apareceu uma faixa verde na parte superior da imagem da câmera. Além disso as corea ficam bagunçadas e misturadas. Entrei em contato com a empresa e fui orientado a reinstalar o dispositivo. Mas não adiantou nada. Tive que entrar com a garantia e espero que eles me enviem pelo menos um equipamento que funcione corretamente.,19 de novembro de 2021
"1,0","A versão de Firmware 1.1.7 insere na transmissão gravada e ao vivo uma logomarga pixelada TAPO impossível de desabilitar como era antes (UMA ATUALIZAÇÃO AGORA PERMITE REMOVER A LOGO), marcando a tela em monitores que possam reproduzir o stream (por exemplo, rtsp://<user>:<password>@192.168.0.5:554/stream1) da câmera. Não é possível voltar para o Firmware anterior, então é recomendável não atualizar se não estiver enfrentando problemas.",1 de maio de 2021
"4,0","A câmera é muito boa, é a mais fácil de configurar que já testei, praticamente você abre o app e apenas segue o passo a passo que ele faz tudo sozinho, a qualidade da imagem é boa e satisfatória, as funções são boas, as limitações que encontrei foi que não é possível gravar as imagens em nuvem, e quando você compartilha as imagens com outra pessoa através do app essa pessoa não consegue usar todos os recursos da câmera, por exemplo, ela não consegue mover a câmera para outra direção, não consegue mandar áudio e nem acionar o alarme entre outras coisas, a solução para isso seria os dois usuários compartilharem a mesma senha de loguim.",29 de setembro de 2021
"4,0","A câmera possui boa qualidade de imagem nos dois modos.O aplicativo de fácil instalação e operação, mas com uma ressalva no compartilhamento que não entrega recursos admin para outro usuário, portanto, necessita de se logar com um mesmo usuário para funções completas.O ponto que me fez tirar uma estrela para o meu tipo de uso (como babá eletrônica), é que o sensor de visão noturna deixa dois leds vermelhos acesos e que chama a atenção do bebê durante a noite.A movimentação da câmera é bem precisa e o zoom é a contento.Recomendo pelo custo benefício.",21 de junho de 2021
"1,0","Me decepcionei com essa câmera, ela não tem abaixa o suficiente, ela é muito boa para filmar ""para frente"" mas se tiver que ver algo abaixo ela não tem movimento o suficiente",9 de abril de 2021
"5,0","Faz alguns dias que comprei a câmera e não tenho do que reclamar.É só ligar na tomada, baixar o app e seguir o passo a passo de instalação que em poucos minutos já está funcionando. Tanto o áudio quanto a imagem são muito bons.Apenas para uso interno, em ambiente externo acredito que não atenda devido a exposição ao sol e chuva.Pra mim, que uso para monitoramento dos meus cães, não faz sentido o uso sem o cartão de memória. O mais interessante é que ela só grava quando capta movimento, então vc não fica com horas e horas de vazio ocupando a memória do cartão.Até o momento não tenho do que reclamar. Pelo valor, acredito que foi um ótimo investimento.",13 de dezembro de 2021
"5,0","A camera atende as expectativas, o único porém é a Skill da Alexa, quando usado para visualizar pela Echo Show 5, ela fica alguns minutos mostrando a câmera e desconecta sozinha, além disso têm um  delay enorme em outros comentários que é um problema da Skill e que a TP-Link deveria corrigir, mas infelizmente NÃO CORRIGEM! Por outro lado, se visualizado pelo APP da TP-Link ela funciona perfeito, sem desconectar e sem delay.",25 de agosto de 2021
"5,0","Material de boa qualidade, chegou rápido, antes do prazo. Sistema de entrega da Amazon é muito rápido e eficiente. A conectividade com o Wifi é muito boa, está permitindo gradativamente automatizar minha casa.O programa é de fácil utilização e instalação. Comunica muito bem com o Alexa da Amazon. Excelente custo benefício, detecta movimento, é possível controlar do celular com muita facilidade, imagem muito boa, mesmo à noite, com uso do infravermelho.",23 de dezembro de 2021
"5,0","A câmera é boa, imagem razoável. Possui configurações bacanas de horários de gravações com movimentos. Porém ela perde a conexão com o wifi, tipo 1 vez a cada duas semanas. Ela não para de gravar, apenas desconecta da internet. Para voltar é necessário reiniciá-la na energia. Cuidado se for colocar em locais de difícil acesso. Esta desconexão é falha somente dela, tenho vários dispositivos inteligentes como echo dot, lampadas, etc, e nenhum desconectou no mesmo período.",26 de outubro de 2021
"5,0","Ótima resolução de imagem de dia, e muito boa visão noturna. Áudio incrível.Ângulo amplo, pega bem o espaço, mesmo quando parada.Comprei duas para a área coberta e estou bastante satisfeita.A notar apenas que o sensor de movimento não pega a distâncias maiores e que pode disparar com pets, mesmo considerando os ajustes de sensibilidade.O aplicativo e bom e bem fácil de usar, ajusta sensibilidade do sensor, áudio bidirecional, alarme sonoro, controles direcionais da câmera, salva posições programadas, pode gravar a imagem e salvar no seu aparelho.Se colocar um cartão de memória nela pode acessar o conteúdo gravado de qualquer lugar onde esteja, e também partilhar acesso remoto com outras pessoas; reproduz gravações em diversas velocidades, permitindo rastrear rapidamente as ocorrências passadas e passar bem lentamente caso encontre algo relevante. Resolução da imagem permite dar um pouco de zoom na tela.Para programar automação da casa parece depender de outros produtos.",19 de novembro de 2021
"5,0","Pontos positivos:Começando pela instalação, é fácil baixar/instalar/usar o APP TAPO.  O mesmo funciona no Wi-fi e 3G.Não tem opção de visualizar pelo computador/notebook, apenas celular e tablet.A qualidade da imagem é perfeita, muito nítida e ao vivo consigo dar zoom.Ângulo 360º.Modo noturno é ótimo.É possível ativar notificações de movimento e a detecção de movimento é ótima.Tem opção de gravar em HD e opção de colocar o cartão de memória.Tem opção de ativar ""Modo Privacidade"" que para de gravar.Tem microfone e autofalante, consigo ligar para a pessoa que está perto da câmera, ela me ouve e eu ouço também.Pontos negativos:As vezes ouço um barulho que parece interferência da câmera, mas é raro.O alto falante é um pouco baixo, tem que falar um pouco alto.Resumindo, estou muito satisfeita com a nova câmera, ótimo custo benefício.RECOMENDO!",7 de março de 2022
"2,0","A câmera até que é boa, o problema é que para ter acesso a todas as configurações, como gravar em nuvem e principalmente a função de detectar e seguir filmando a pessoa vc tem que pagar um absurdo por mês para a TP link(sai mais caro que a própria câmera), outra coisa é a propaganda enganosa, pois não é compatível com Alexa, se soubesse desses detalhes antes tinha optado por outra bem mais em conta e mais completa. Não recomendo.",3 de fevereiro de 2022
"5,0","Usamos para acompanhar a bebê que fica no quarto. Dá pra enxergar bem o suficiente e ouvir bem o suficiente (não esquecer de deixar o volume bem alto no celular). tem um lag de uns 5 segundos, mas para nós, não tem tanto problema. Conectou fácil na internet (roteador fica em outro ambiente, mas não é longe, uns 5 a 10 metros). Conseguimos acompanhar a mesma câmera em 2 celulares diferentes (android e iphone) e um tablet. Estávamos na dúvida se comprávamos uma babá eletrônica, mas a câmera, para nós, já foi o suficiente. O único porém é que temos que deixar a tela do celular/tablet aberta para acompanhar, pq acho que não sai o som se fecharmos o aplicativo (apesar de vir notificação de movimento). Na visão noturna a imagem não é perfeita, mas é o suficiente para ver as movimentações, inclusive dá pra ver se o bebê está de olho aberto ou não.",1 de julho de 2021
"5,0","Existem câmeras melhores? Sim! mas não por esse preço!Entrega mais que eu esperava!, câmera noturna muito boa, sensor de movimento ótimo, imagem ótima na minha opinião. Consigo ligar para minha casa por ela, quando ninguém atendo o telefone, fico mais tranquilo quando estou fora de casa.O único ponto negativo, que nem me incomodou pelo preço que paguei e por que seria exigir demais, é que o alarme do sensor de movimento é baixo, mas isso acredito que deveria ficar a função de um alarme externo com finalidade exclusiva para isso. Então pode assustar sim alguém que chega na sua casa, sem ser convidado, como um sinal de alerta, mas seus vizinhos não saberão disso.Recomendo muito!! E vou comprar mais",2 de fevereiro de 2022
"5,0","Gostei muito da câmera!Já está funcional em um ponto estratégico, em pleno uso no monitoramento de uma linda felina que volta e meia precisa ficar sozinha em casa! Inclusive à distância eu consigo falar com a gatinha, tranquilizando-a.O app também é muito útil pois me permitiu compartilhar o monitoramento com mais pessoas aqui de casa... Seria ainda melhor se o app permitisse definir privilégios a esses outros usuários que recebem os compartilhamentos, ou seja, atualmente eles ficam limitados a ver o que eu (o ""dono"" do monitoramento) vejo, e não conseguem manipular movimento e/ou falar com o monitorado.Já cogito adquirir outra(s).",14 de novembro de 2021
